,index,Company,TypeName,Inches,OpSys,Price,Resolution,Screen,Cpu Company,Cpu Core,Memory Size,Memory Type,Gpu Company,Weight Range,Ram Size,GHZ Size
579,748,Dell,Notebook,14.0,Windows 10,98260,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
580,789,Dell,Gaming,15.6,Windows 10,85901,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
581,797,Dell,Notebook,15.6,Windows 10,70640,1366x768,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,8,2.5
582,802,Dell,Ultrabook,13.3,Windows 10,130727,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
583,803,Dell,Notebook,15.6,Windows 10,152530,3840x2160,4K Ultra,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
584,814,Dell,Notebook,15.6,Windows 10,68879,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,2-3 kg,8,2.5
585,819,Dell,Notebook,14.0,Windows 10,65843,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.3
586,843,Dell,Notebook,15.6,Windows 10,62267,1366x768,Missing,Intel,i5,128GB,SSD,Intel,2-3 kg,8,2.5
587,855,Dell,Notebook,15.6,Windows 10,82413,1920x1080,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,8,2.5
588,858,Dell,Notebook,13.3,Windows 10,56599,1920x1080,Full HD,Intel,i5,1TB,HDD,Intel,1-2 kg,8,2.3
589,878,Dell,Notebook,15.6,Windows 10,79579,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,4,2.5
590,899,Dell,Notebook,15.6,Windows 10,81541,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,8,2.6
591,910,Dell,Notebook,14.0,Windows 10,105088,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.8
592,920,Dell,Notebook,15.6,Windows 10,59737,1366x768,Missing,Intel,i5,1TB,HDD,AMD,2-3 kg,4,2.5
593,925,Dell,Notebook,15.6,Windows 10,63654,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.3
594,928,Dell,Notebook,15.6,Windows 10,61749,1366x768,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,4,2.5
595,938,Dell,Ultrabook,14.0,Windows 10,142937,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
596,946,Dell,Ultrabook,12.5,Windows 10,128390,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
597,956,Dell,2 in 1 Convertible,13.3,Windows 10,165611,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.2
598,966,Dell,Notebook,15.6,Windows 10,71948,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.5
599,985,Dell,Notebook,15.6,Windows 10,52238,1366x768,Missing,Intel,i5,500GB,HDD,AMD,2-3 kg,4,2.5
600,989,Dell,Notebook,14.0,Windows 10,97587,1920x1080,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,8,2.5
601,994,Dell,2 in 1 Convertible,13.3,Windows 10,77529,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
602,1010,Dell,Gaming,15.6,Windows 10,82762,1920x1080,Missing,Intel,i5,1.0TB,HDD,Nvidia,2-3 kg,8,2.5
603,1024,Dell,Notebook,15.6,Windows 10,91260,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,8,2.4
604,1028,Dell,Ultrabook,13.3,Windows 10,141629,3200x1800,Quad HD+,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
605,1038,Dell,Notebook,15.6,Windows 7,92699,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.4
606,1052,Dell,2 in 1 Convertible,15.6,Windows 10,95407,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.7
607,1062,Dell,Notebook,15.6,Windows 10,48750,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,4,2.5
608,1084,Dell,Notebook,15.6,Windows 10,65407,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.5
609,1093,Dell,Ultrabook,13.3,Windows 10,71368,1920x1080,IPS Panel,Intel,i5,256GB,SSD,AMD,1-2 kg,4,1.6
610,1096,Dell,Notebook,15.6,Windows 10,55709,1920x1080,Missing,Intel,i5,1TB,HDD,AMD,2-3 kg,8,2.5
611,1105,Dell,Ultrabook,12.5,Windows 7,123236,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
612,1111,Dell,Notebook,15.6,Windows 7,67077,1366x768,Missing,Intel,i5,500GB,HDD,AMD,2-3 kg,4,2.3
613,1123,Dell,Notebook,15.6,Linux,45665,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
614,1137,Dell,Notebook,15.6,Windows 10,68372,1366x768,Missing,Intel,i5,1TB,HDD,AMD,2-3 kg,8,2.5
615,1154,Dell,Notebook,15.6,Windows 10,196281,3840x2160,IPS Panel,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.3
616,1188,Dell,Ultrabook,13.3,Linux,95843,3200x1800,Quad HD+,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.4
617,1194,Dell,2 in 1 Convertible,13.3,Windows 10,104564,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
618,1205,Dell,Notebook,15.6,Windows 10,77529,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,2-3 kg,8,2.5
619,1213,Dell,2 in 1 Convertible,15.6,Windows 10,87122,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.5
620,1223,Dell,Ultrabook,12.5,Windows 7,149422,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.4
621,1227,Dell,Notebook,15.6,Linux,45511,1366x768,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,4,2.5
622,1237,Dell,Notebook,15.6,Windows 7,64273,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
623,1246,Dell,Notebook,14.0,Windows 10,76308,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.5
624,1249,Dell,2 in 1 Convertible,13.3,Windows 10,158111,3200x1800,Quad HD+,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.2
625,21,Lenovo,Gaming,15.6,Windows 10,87122,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
626,68,Lenovo,Notebook,15.6,Windows 10,47878,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,1-2 kg,4,2.5
627,76,Lenovo,Notebook,15.6,No OS,45261,1920x1080,Missing,Intel,i5,2TB,HDD,Intel,2-3 kg,8,2.5
628,112,Lenovo,2 in 1 Convertible,13.3,Windows 10,122006,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
629,122,Lenovo,Notebook,15.6,No OS,54855,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
630,138,Lenovo,Notebook,15.6,No OS,43517,1920x1080,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,4,2.5
631,141,Lenovo,Notebook,14.0,Windows 10,97328,1920x1080,IPS Panel,Intel,i5,256GB,SSD,AMD,1-2 kg,8,1.6
632,152,Lenovo,Notebook,15.6,Windows 10,43430,1366x768,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.5
633,178,Lenovo,Notebook,15.6,Windows 10,70901,1920x1080,Missing,Intel,i5,128GB,Hybride,AMD,1-2 kg,8,2.5
634,187,Lenovo,Gaming,15.6,No OS,67936,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
635,193,Lenovo,Notebook,17.3,No OS,60872,1600x900,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,1.6
636,201,Lenovo,Notebook,15.6,Windows 10,42994,1366x768,Missing,Intel,i5,128GB,SSD,Intel,2-3 kg,4,2.3
637,209,Lenovo,Notebook,15.6,Windows 10,52064,1366x768,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.5
638,213,Lenovo,Notebook,15.6,No OS,47878,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.5
639,216,Lenovo,Notebook,17.3,No OS,51366,1600x900,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,2.5
640,221,Lenovo,2 in 1 Convertible,14.0,Windows 10,78401,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
641,267,Lenovo,Notebook,15.6,No OS,40727,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,4,2.5
642,282,Lenovo,Gaming,15.6,Windows 10,72297,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
643,283,Lenovo,Notebook,15.6,Windows 10,50494,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,6,2.5
644,294,Lenovo,Notebook,15.6,Windows 10,64448,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,1.6
645,302,Lenovo,Notebook,17.3,Windows 10,56599,1600x900,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,6,2.5
646,303,Lenovo,Notebook,15.6,No OS,47878,1366x768,Missing,Intel,i5,2TB,HDD,Nvidia,2-3 kg,8,2.5
647,308,Lenovo,Notebook,15.6,Windows 10,71424,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
648,310,Lenovo,Notebook,13.3,Windows 10,87122,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
649,321,Lenovo,Notebook,17.3,Windows 10,51366,1600x900,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,4,2.5
650,362,Lenovo,Notebook,17.3,Windows 10,62703,1600x900,Missing,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,6,2.5
651,367,Lenovo,Gaming,15.6,No OS,70552,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
652,383,Lenovo,Notebook,14.0,Windows 10,95843,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Nvidia,1-2 kg,8,2.5
653,397,Lenovo,Notebook,14.0,Windows 10,81802,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
654,402,Lenovo,Notebook,15.6,Windows 10,99811,1920x1080,IPS Panel,Intel,i5,256GB,Hybride,AMD,2-3 kg,8,1.6
655,442,Lenovo,Ultrabook,12.5,Windows 10,124623,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
656,453,Lenovo,Notebook,14.0,Windows 10,117297,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
657,477,Lenovo,Notebook,14.0,Windows 10,118954,1920x1080,Missing,Intel,i5,180GB,SSD,Intel,1-2 kg,8,2.5
658,485,Lenovo,Notebook,14.0,Windows 10,91483,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
659,490,Lenovo,Notebook,15.6,Windows 10,88255,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
660,495,Lenovo,Ultrabook,12.5,Windows 10,95843,1366x768,Missing,Intel,i5,180GB,SSD,Intel,1-2 kg,8,2.3
661,499,Lenovo,Notebook,15.6,Windows 10,79448,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.5
662,502,Lenovo,2 in 1 Convertible,13.9,Windows 10,139448,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
663,505,Lenovo,Notebook,13.3,Windows 10,82762,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
664,525,Lenovo,Notebook,14.0,Windows 7,116861,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.3
665,546,Lenovo,Notebook,14.0,Windows 10,68459,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.5
666,547,Lenovo,Notebook,15.6,No OS,40321,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,4,2.3
667,569,Lenovo,Notebook,14.0,Windows 10,86337,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.5
668,573,Lenovo,Notebook,15.6,Windows 10,72384,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.5
669,574,Lenovo,Notebook,15.6,Windows 10,59738,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,1.6
670,597,Lenovo,Notebook,14.0,Windows 10,128547,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
671,607,Lenovo,Notebook,15.6,Windows 10,49186,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,6,2.5
672,621,Lenovo,Notebook,14.0,Windows 7,127762,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
673,627,Lenovo,Notebook,15.6,No OS,40814,1920x1080,Missing,Intel,i5,128GB,SSD,Intel,2-3 kg,4,2.5
674,632,Lenovo,Notebook,15.6,Windows 10,72297,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,4,1.6
675,662,Lenovo,Notebook,15.6,Windows 10,46657,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
676,671,Lenovo,Notebook,15.6,Windows 10,71333,1920x1080,Missing,Intel,i5,128GB,Hybride,AMD,1-2 kg,8,2.5
677,672,Lenovo,2 in 1 Convertible,13.3,Windows 10,90175,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
678,691,Lenovo,Notebook,14.0,Windows 10,60959,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.5
679,703,Lenovo,Notebook,15.6,Windows 10,54196,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,4,2.5
680,708,Lenovo,Notebook,14.0,Windows 10,103867,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
681,715,Lenovo,Notebook,14.0,Windows 10,74745,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Nvidia,1-2 kg,8,2.5
682,722,Lenovo,Ultrabook,14.0,Windows 10,130727,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
683,725,Lenovo,Notebook,15.6,No OS,42724,1366x768,Missing,Intel,i5,1TB,HDD,Intel,1-2 kg,4,2.5
684,734,Lenovo,Notebook,13.3,Windows 10,83721,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
685,743,Lenovo,2 in 1 Convertible,14.0,Windows 10,87122,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
686,753,Lenovo,Ultrabook,14.0,Windows 10,95582,1920x1080,Missing,Intel,i5,180GB,SSD,Intel,1-2 kg,4,2.3
687,755,Lenovo,2 in 1 Convertible,13.3,Windows 10,104564,3200x1800,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.8
688,793,Lenovo,2 in 1 Convertible,15.6,Windows 10,83634,1920x1080,Full HD,Intel,i5,256GB,SSD,AMD,2-3 kg,8,2.5
689,795,Lenovo,2 in 1 Convertible,14.0,Windows 10,203199,2560x1440,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
690,809,Lenovo,Notebook,15.6,Windows 10,53110,1920x1080,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,4,2.5
691,824,Lenovo,Ultrabook,14.0,Windows 10,163518,1920x1080,IPS Panel,Intel,i5,256GB,HDD,Intel,1-2 kg,8,2.5
692,833,Lenovo,Notebook,14.0,Windows 10,103431,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
693,834,Lenovo,Notebook,14.0,Windows 10,143896,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.6
694,860,Lenovo,Notebook,15.6,Windows 10,74186,1920x1080,IPS Panel,Intel,i5,1TB,HDD,Intel,2-3 kg,8,2.5
695,863,Lenovo,Gaming,15.6,No OS,88692,1920x1080,IPS Panel,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,2.5
696,870,Lenovo,Notebook,15.6,Windows 10,92006,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.5
697,893,Lenovo,Ultrabook,14.0,Windows 10,156890,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
698,904,Lenovo,Notebook,15.6,Windows 10,171192,1920x1080,IPS Panel,Intel,i5,512GB,SSD,Intel,1-2 kg,8,2.5
699,908,Lenovo,Notebook,15.6,Windows 10,68808,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.3
700,915,Lenovo,Notebook,13.3,Windows 10,76832,1920x1080,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.5
701,924,Lenovo,2 in 1 Convertible,13.3,Windows 10,159158,1920x1080,IPS Panel,Intel,i5,512GB,SSD,Intel,1-2 kg,8,2.5
702,961,Lenovo,Ultrabook,12.5,Windows 10,153489,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.6
703,969,Lenovo,Notebook,15.6,Windows 10,60610,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,6,2.5
704,976,Lenovo,Notebook,14.0,Windows 7,87384,1366x768,Missing,Intel,i5,508GB,HDD,Intel,1-2 kg,4,2.3
705,993,Lenovo,Notebook,15.6,Windows 10,117646,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.3
706,1043,Lenovo,Notebook,15.6,Windows 10,91535,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.3
707,1075,Lenovo,Notebook,17.3,Windows 10,57471,1600x900,Missing,Intel,i5,1.0TB,HDD,AMD,3-4 kg,8,2.3
708,1076,Lenovo,Notebook,15.6,Windows 10,85204,1920x1080,IPS Panel,Intel,i5,1TB,HDD,Nvidia,2-3 kg,4,2.3
709,1078,Lenovo,Notebook,15.6,Windows 10,47093,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
710,1087,Lenovo,Notebook,14.0,Windows 7,104564,1920x1080,Missing,Intel,i5,180GB,SSD,Intel,1-2 kg,8,2.3
711,1107,Lenovo,2 in 1 Convertible,15.6,Windows 10,75611,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,2-3 kg,4,2.3
712,1128,Lenovo,Gaming,15.6,No OS,86250,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
713,1152,Lenovo,Notebook,15.6,No OS,52238,1920x1080,Missing,Intel,i5,1TB,HDD,AMD,2-3 kg,8,2.3
714,1158,Lenovo,Notebook,15.6,Windows 10,68764,1920x1080,Missing,Intel,i5,1.0TB,HDD,AMD,2-3 kg,8,2.3
715,1166,Lenovo,Notebook,15.6,Windows 10,121221,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
716,1173,Lenovo,Notebook,15.6,No OS,34709,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
717,1180,Lenovo,2 in 1 Convertible,14.0,Windows 10,142762,2560x1440,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
718,1190,Lenovo,Gaming,15.6,Windows 10,71424,1920x1080,IPS Panel,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,2.5
719,1217,Lenovo,Notebook,17.3,No OS,47006,1600x900,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,8,2.5
720,1248,Lenovo,Notebook,15.6,No OS,49971,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.5
721,1253,Lenovo,Notebook,14.0,Windows 10,93489,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
722,1260,Lenovo,2 in 1 Convertible,14.0,Windows 10,72646,1920x1080,Full HD,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.3
723,2,HP,Notebook,15.6,No OS,50145,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
724,10,HP,Notebook,15.6,No OS,34352,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.5
725,29,HP,Notebook,17.3,Windows 10,78140,1920x1080,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,1.6
726,38,HP,Notebook,15.6,Windows 10,42618,1366x768,Missing,Intel,i5,1TB,HDD,Intel,1-2 kg,4,2.5
727,39,HP,Notebook,15.6,Windows 10,76657,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,1.6
728,64,HP,Notebook,15.6,Windows 10,60174,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
729,79,HP,Notebook,17.3,Windows 10,85204,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,1.6
730,82,HP,Notebook,14.0,Windows 10,75000,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
731,87,HP,Notebook,15.6,Windows 10,52237,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
732,105,HP,Notebook,14.0,Windows 10,57471,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Nvidia,1-2 kg,6,2.5
733,113,HP,Notebook,14.0,Windows 10,62965,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,1.6
734,115,HP,2 in 1 Convertible,13.3,Windows 10,122005,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
735,126,HP,Notebook,14.0,Windows 10,70814,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,1-2 kg,8,1.6
736,129,HP,Notebook,17.3,Windows 10,80930,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,1.6
737,139,HP,Notebook,13.3,Windows 10,60959,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.5
738,154,HP,Ultrabook,14.0,Windows 10,94361,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.7
739,155,HP,Notebook,15.6,Windows 10,53982,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,1-2 kg,6,1.6
740,169,HP,Notebook,13.3,Windows 10,65756,1920x1080,IPS Panel,Intel,i5,500GB,HDD,Intel,1-2 kg,4,1.6
741,171,HP,Notebook,17.3,Windows 10,60959,1920x1080,IPS Panel,Intel,i5,2TB,HDD,AMD,2-3 kg,6,2.5
742,174,HP,Notebook,17.3,Windows 10,80494,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,1.6
743,179,HP,2 in 1 Convertible,13.3,Windows 10,130727,3840x2160,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
744,195,HP,Notebook,17.3,Windows 10,79709,1920x1080,IPS Panel,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,1.6
745,197,HP,Notebook,13.3,Windows 10,83634,1920x1080,Missing,Intel,i5,512GB,SSD,Intel,1-2 kg,8,1.6
746,223,HP,Notebook,15.6,Windows 10,69244,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,8,1.6
747,246,HP,Notebook,15.6,Windows 10,48750,1366x768,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,8,2.5
748,248,HP,Notebook,13.3,Windows 10,58866,1920x1080,IPS Panel,Intel,i5,500GB,HDD,Intel,1-2 kg,4,1.6
749,262,HP,Notebook,15.6,Windows 10,62965,1920x1080,IPS Panel,Intel,i5,500GB,HDD,Intel,2-3 kg,4,1.6
750,318,HP,Notebook,14.0,Windows 10,85465,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
751,335,HP,Notebook,14.0,Windows 10,110582,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.6
752,337,HP,Notebook,15.6,Windows 10,99768,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
753,363,HP,Notebook,15.6,Windows 10,55727,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,1-2 kg,8,2.5
754,450,HP,Notebook,15.6,Windows 10,51366,1366x768,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,8,2.5
755,471,HP,Notebook,15.6,Windows 10,100640,1920x1080,Missing,Intel,i5,500GB,HDD,AMD,1-2 kg,8,2.5
756,482,HP,Notebook,13.3,Windows 10,63314,1920x1080,IPS Panel,Intel,i5,128GB,SSD,Intel,1-2 kg,4,1.6
757,501,HP,Notebook,15.6,Windows 10,53982,1366x768,Missing,Intel,i5,256GB,SSD,AMD,1-2 kg,8,2.5
758,516,HP,Notebook,15.6,Windows 10,45477,1366x768,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,4,1.6
759,518,HP,Notebook,15.6,Windows 10,77529,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
760,570,HP,Workstation,17.3,Windows 10,162296,1600x900,Missing,Intel,i5,500GB,HDD,Nvidia,3-4 kg,8,2.8
761,620,HP,Notebook,14.0,Windows 10,98024,1366x768,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.6
762,624,HP,Notebook,15.6,Windows 7,81279,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.3
763,686,HP,Notebook,15.6,Windows 10,53425,1366x768,Missing,Intel,i5,500GB,HDD,AMD,1-2 kg,4,2.5
764,721,HP,2 in 1 Convertible,13.3,Windows 10,72959,1366x768,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
765,751,HP,Notebook,15.6,Windows 10,165699,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.4
766,756,HP,Notebook,15.6,Windows 10,95843,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
767,774,HP,Ultrabook,12.5,Windows 10,108489,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.3
768,805,HP,Netbook,12.5,Windows 10,121134,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.6
769,842,HP,Notebook,17.3,Windows 10,79361,1600x900,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,2.5
770,848,HP,2 in 1 Convertible,13.3,Windows 10,198577,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
771,861,HP,Notebook,15.6,Windows 10,117646,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,1-2 kg,8,2.6
772,865,HP,Notebook,15.6,Windows 10,79361,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
773,879,HP,Notebook,15.6,Windows 10,73169,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,4,2.5
774,880,HP,2 in 1 Convertible,13.3,Windows 10,148257,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.5
